purchase_order_id,supplier_id,sku,qty_ordered,order_date,expected_delivery_date,delivery_status
PO002253,SUP003,SKU00186,96,22-04-2025,28-05-2025,Cancelled
PO002254,SUP018,ITM00077,523,,14-07-2024,
PO002255,SUP006,PROD00167,80,25-04-2023,07-05-2023,Pending
PO002256,SUP030,SKU00186,121,27-03-2024,24-04-2024,Delivered
PO002257,SUP006,SKU00054,142,02-05-2024,12-06-2024,Pending
PO002258,SUP020,PROD00129,518,10-01-2024,23-01-2024,In Transit
PO002259,SUP026,PRO00066,440,15-11-2023,23-11-2023,Cancelled
PO002260,SUP012,PRO00131,432,07-02-2025,07-03-2025,Pending
PO002261,SUP007,SKU00072,521,28-08-2023,06-10-2023,Delivered
PO002262,SUP004,SKU00142,333,03-04-2024,03-05-2024,Pending
PO002263,SUP009,SKU00181,299,14-04-2024,19-05-2024,In Transit
PO002264,SUP009,PROD00004,388,02-01-2024,27-01-2024,Pending
PO002265,SUP012,SKU00130,96,10-06-2023,06-07-2023,In Transit
PO002266,SUP001,SKU00122,366,23-05-2023,09-07-2023,Delayed
PO002267,SUP006,SKU00103,340,03-04-2023,15-04-2023,Cancelled
PO002268,SUP013,PRO00019,171,15-05-2025,28-05-2025,In Transit
PO002269,SUP004,ITM00099,343,18-05-2023,23-05-2023,Cancelled
PO002270,SUP011,SKU00098,495,28-09-2024,19-10-2024,In Transit
PO002271,SUP027,ITM00033,224,26-08-2025,26-09-2025,Delivered
PO002272,SUP002,ITM00050,524,02-07-2023,14-07-2023,Delivered
PO002273,SUP023,ITM00175,378,22-09-2024,08-11-2024,Delayed
PO002274,SUP005,SKU00009,55,28-09-2024,15-10-2024,
PO002275,SUP015,PROD00106,420,23-12-2024,20-01-2025,Pending
PO002276,SUP011,SKU00122,125,17-08-2024,07-09-2024,In Transit
PO002277,SUP026,PRO00027,491,03-09-2025,13-10-2025,Delayed
PO002278,SUP010,PRO00100,408,05-02-2024,11-03-2024,Pending
PO002279,SUP018,SKU00141,513,21-06-2025,05-08-2025,Cancelled
PO002280,SUP020,ITM00105,254,02/18/2024,28-02-2024,Delivered
PO002281,SUP006,SKU00072,304,,18-03-2025,Pending
PO002282,SUP026,PRO00053,244,05-01-2025,26-01-2025,Delayed
PO002283,SUP006,ITM00111,242,30-01-2024,24-02-2024,Delayed
PO002284,SUP030,PRO00060,485,14-02-2025,24-03-2025,In Transit
PO002285,SUP021,ITM00050,447,01-01-2025,07-01-2025,Delayed
PO002286,SUP025,SKU00154,289,11-01-2023,26-02-2023,In Transit
PO002287,SUP005,SKU00046,246,04-04-2024,05-05-2024,
PO002288,SUP006,PROD00165,490,10-06-2024,02-07-2024,Delivered
PO002289,SUP010,PROD00171,503,27-02-2023,07-03-2023,Cancelled
PO002290,SUP014,SKU00159,252,10-01-2024,25-02-2024,Cancelled
PO002291,SUP002,SKU00079,499,09-02-2024,02-03-2024,Delayed
PO002292,SUP008,SKU00026,228,07/14/2024,02-08-2024,In Transit
PO002293,SUP029,SKU00082,445,04-05-2025,21-05-2025,Delivered
PO002294,SUP008,ITM00139,334,06-04-2024,12-04-2024,Cancelled 
PO002295,SUP016,SKU00188,533,29-08-2023,14-09-2023,Delayed
PO002296,SUP029,SKU00046,405,06-06-2024,06-07-2024,In Transit
PO002297,SUP029,SKU00152,314,04-09-2025,01-10-2025,
PO002298,SUP021,ITM00036,104,31-10-2023,14-11-2023,Delayed
PO002299,SUP012,PRO00060,115,06-06-2023,30-06-2023,Delivered
PO002300,SUP016,PRO00157,,20-08-2023,29-08-2023,Pending
PO002301,SUP006,ITM00126,69,24-06-2023,08-08-2023,Delivered
PO002302,SUP022,PROD00160,209,25-06-2023,21-07-2023,Delayed 
PO002303,SUP002,PROD00164,247,16-10-2023,13-11-2023,In Transit
PO002304,SUP004,PROD00008,317,05-05-2025,21-06-2025,Cancelled
PO002305,SUP012,ITM00114,230,24-05-2023,05-06-2023,Cancelled
PO002306,SUP027,SKU00082,383,18-04-2024,27-05-2024,Delivered
PO002307,SUP009,PROD00164,491,16-11-2024,12-12-2024,Delayed
PO002308,SUP003,ITM00110,150,21-01-2024,02-02-2024,In Transit
PO002309,SUP011,ITM00166,432,03-03-2024,16-04-2024,Cancelled
PO002310,SUP025,PRO00005,219,23-01-2024,06-02-2024,Delayed
PO002311,SUP005,PROD00182,410,29-10-2024,05-11-2024,In Transit
PO002312,SUP021,PROD00062,88,30-05-2025,03-07-2025,Pending
PO002313,SUP010,PRO00100,428,21-12-2023,02-01-2024,Delayed
PO002314,SUP019,PROD00184,51,12-06-2023,10-07-2023,Delayed
PO002315,SUP009,PROD00090,190,19-08-2025,14-09-2025,Delayed
PO002316,SUP010,ITM00011,248,24-08-2023,10-09-2023,In Transit
PO002317,SUP025,ITM00166,467,08-06-2024,26-06-2024,Delayed
PO002318,SUP001,PRO00146,428,18-04-2023,26-04-2023,Delivered
PO002319,SUP015,PROD00167,456,18-01-2023,31-01-2023,Delivered
PO002320,SUP001,ITM00050,445,11-02-2023,12-03-2023,Delivered
PO002321,SUP008,PRO00180,443,09-07-2023,27-08-2023,Cancelled
PO002322,SUP001,SKU00120,301,20-07-2024,07-08-2024,Delivered
PO002323,SUP023,PRO00148,315,22-12-2023,08-01-2024,Delayed
PO002324,SUP027,SKU00002,480,01-07-2024,04-08-2024,In Transit
PO002325,SUP014,ITM00070,101,08-03-2023,02-04-2023,Pending
PO002326,SUP014,PROD00160,358,04-06-2025,02-07-2025,In Transit
PO002327,SUP026,PROD00084,366,06-07-2024,25-08-2024,Delayed
PO002328,SUP016,ITM00099,316,07/20/2025,01-09-2025,In Transit
PO002329,SUP011,SKU00057,172,20-04-2023,05-06-2023, Cancelled
PO002330,SUP002,SKU00122,90,01-03-2024,19-03-2024,Pending
PO002331,SUP017,ITM00172,226,14-04-2023,06-05-2023,Pending
PO002332,SUP023,PRO00042,448,22-05-2025,17-06-2025,Cancelled
PO002333,SUP025,PRO00029,339,14-11-2023,24-12-2023,Pending
PO002334,SUP008,ITM00023,360,11-06-2023,16-07-2023,Cancelled
PO002335,SUP030,PRO00047,476,10-02-2024,28-03-2024,Cancelled
PO002336,SUP011,ITM00134,346,11-06-2024,20-07-2024,Cancelled
PO002337,SUP030,PRO00137,249,02-11-2024,28-11-2024,Cancelled
PO002338,SUP013,ITM00036,354,20-12-2023,14-01-2024,Cancelled
PO002339,SUP003,PROD00153,158,20-06-2023,04-07-2023,Delayed
PO002340,SUP030,PROD00199,503,19-05-2023,31-05-2023,In Transit
PO002341,SUP028,PRO00047,150,19-10-2024,13-11-2024,Pending
PO002342,SUP003,PROD00018,254,30-03-2025,17-05-2025,Pending
PO002343,SUP009,PROD00192,531,09-01-2023,11-02-2023, Delayed
PO002344,SUP019,PRO00027,202,09-05-2025,25-06-2025,In Transit
PO002345,SUP017,ITM00023,144,02-06-2024,11-07-2024,Pending
PO002346,SUP010,PRO00012,525,11-02-2025,04-03-2025,Cancelled
PO002347,SUP010,PROD00125,288,23-07-2023,31-07-2023,Delayed
PO002348,SUP012,PRO00085,258,18-05-2024,31-05-2024,In Transit
PO002349,SUP024,SKU00154,359,13-03-2025,12-04-2025,Pending
PO002350,SUP020,SKU00101,59,21-05-2024,11-06-2024,Pending
PO002351,SUP027,SKU00054,311,05-11-2024,25-12-2024,
PO002352,SUP022,ITM00110,530,03-08-2024,22-09-2024,Delayed
PO002353,SUP017,ITM00096,494,04-01-2025,13-01-2025,In Transit
PO002354,SUP027,SKU00152,537,04-02-2025,06-05-2025,Cancelled
PO002355,SUP016,SKU00186,229,30-06-2025,23-07-2025,Delayed
PO002356,SUP022,PRO00100,173,01-08-2023,18-08-2023,Delayed
PO002357,SUP019,SKU00054,381,25-12-2023,21-01-2024,In Transit
PO002358,SUP023,PRO00022,167,07-03-2025,14-03-2025,In Transit
PO002359,SUP021,PRO00085,436,06-05-2023,15-06-2023,Delayed
PO002360,SUP029,ITM00175,250,20-05-2025,24-06-2025,Delayed
PO002361,SUP009,PROD00107,,11-06-2024,05-07-2024,Pending
PO002362,SUP014,ITM00135,304,10-05-2025,22-05-2025,Pending
PO002363,SUP024,ITM00096,316,01-12-2024,07-12-2024,Delivered
PO002364,SUP008,PROD00125,75,28-06-2025,08-07-2025,In Transit
PO002365,SUP006,ITM00040,139,29-06-2023,23-07-2023,Pending
PO002366,SUP021,SKU00116,73,01-08-2024,14-08-2024,Delivered
PO002367,SUP016,PRO00092,486,11-05-2025,21-06-2025,Pending
PO002368,SUP009,PROD00199,156,10-02-2024,13-03-2024,Cancelled
PO002369,SUP011,PROD00016,447,21-06-2024,02-07-2024,Delayed
PO002370,SUP012,PROD00165,248,29-10-2023,18-12-2023,Pending
PO002371,SUP009,SKU00093,362,12-07-2025,28-08-2025,Cancelled
PO002372,SUP009,PRO00010,239,27-02-2024,06-04-2024,Delayed
PO002373,SUP028,PRO00028,474,25-03-2024,11-04-2024,Pending
PO002374,SUP016,SKU00031,295,16-06-2025,09-07-2025,Pending
PO002375,SUP021,PROD00145,71,16-07-2025,26-07-2025,Delivered
PO002376,SUP015,PRO00183,443,30-11-2024,03-01-2025,Delivered
PO002377,SUP023,PROD00080,186,07-02-2025,22-02-2025,Pending
PO002378,SUP014,PRO00060,143,20-05-2025,25-06-2025,Pending
PO002379,SUP003,SKU00138,124,15-05-2025,26-06-2025,Delayed
PO002380,SUP026,PROD00177,151,21-01-2024,14-02-2024,Delivered
PO002381,SUP022,PROD00048,252,22-02-2023,20-03-2023,Pending
PO002382,SUP025,SKU00020,549,17-02-2025,25-02-2025,Delayed
PO002383,SUP009,PRO00180,75,11-12-2023,25-12-2023,Pending
PO002384,SUP028,PRO00066,85,21-02-2025,12-04-2025,Pending
PO002385,SUP013,ITM00127,221,02-06-2024,26-06-2024,Delayed
PO002386,SUP022,SKU00116,474,25-09-2025,13-11-2025,Delayed
PO002387,SUP002,SKU00009,216,14-06-2025,20-07-2025,Cancelled
PO002388,SUP007,PRO00014,272,31-10-2024,15-11-2024,Pending
PO002389,SUP023,ITM00036,69,04-06-2024,21-06-2024,In Transit
PO002390,SUP011,SKU00152,464,10-09-2024,09-10-2024,Pending
PO002391,SUP009,PROD00149,255,03-10-2023,31-10-2023,Delayed
PO002392,SUP022,ITM00096,54,10-05-2025,18-06-2025,Cancelled
PO002393,SUP025,PRO00017,546,24-06-2024,05-07-2024, Cancelled
PO002394,SUP003,PROD00048,525,30-03-2023,04-05-2023,Cancelled
PO002395,SUP012,PROD00106,508,19-09-2023,30-10-2023,Cancelled
PO002396,SUP021,PROD00016,282,27-01-2025,28-02-2025,In Transit
PO002397,SUP028,PRO00007,256,18-03-2025,24-04-2025,Delayed
PO002398,SUP003,PRO00052,78,14-11-2023,10-12-2023, Delivered 
PO002399,SUP015,PRO00076,262,25-04-2025,24-05-2025,In Transit
PO002400,SUP023,PRO00060,336,26-02-2023,22-03-2023,Delayed
PO002401,SUP006,PRO00027,236,04-12-2023,23-01-2024,
PO002402,SUP004,PRO00195,353,24-08-2025,11-09-2025,Pending
PO002403,SUP001,SKU00179,407,04-09-2025,05-10-2025,Cancelled
PO002404,SUP011,SKU00093,445,01-04-2024,11-04-2024,Pending
PO002405,SUP027,SKU00118,423,11-11-2023,28-11-2023,Cancelled
PO002406,SUP003,PRO00022,294,29-08-2024,07-10-2024,Delayed
PO002407,SUP026,PRO00068,279,28-03-2023,05/15/2023,Pending
PO002408,SUP028,PRO00155,444,28-09-2025,14-11-2025, In Transit 
PO002409,SUP016,PROD00171,414,06-09-2023,16-09-2023,Delivered
PO002410,SUP018,PRO00032,172,10-03-2023,12-04-2023,Delivered
PO002411,SUP011,PROD00182,181,28-01-2025,10-02-2025,Delayed
PO002412,SUP024,PROD00160,436,28-03-2023,29-04-2023,Cancelled
PO002413,SUP009,PROD00121,472,01-09-2024,10-09-2024,Delivered
PO002414,SUP019,PROD00174,138,18-08-2024,01-10-2024,
PO002415,SUP017,SKU00101,105,24-06-2025,18-07-2025,In Transit
PO002416,SUP009,ITM00110,215,30-07-2023,17-09-2023,In Transit
PO002417,SUP003,ITM00139,500,10-05-2025,16-06-2025,Pending
PO002418,SUP010,PRO00195,138,25-03-2024,19-04-2024,In Transit
PO002419,SUP023,PRO00078,100,26-12-2024,17-01-2025,Delivered
PO002420,SUP004,PROD00187,400,08-11-2024,17-12-2024,Delivered
PO002421,SUP012,PROD00006,390,08-03-2023,26-03-2023,In Transit
PO002422,SUP006,ITM00063,139,05-09-2025,25-09-2025,Pending
PO002423,SUP026,ITM00158,108,03-06-2023,26-03-2023,Delivered
PO002424,SUP028,PRO00055,393,15-01-2025,31-01-2025,Delivered
PO002425,SUP003,SKU00197,277,06-02-2023,23-02-2023,Delayed
PO002426,SUP026,ITM00036,320,14-11-2024,25-11-2024,Delayed
PO002427,SUP025,PRO00119,354,10-02-2024,11-03-2024,Delayed
PO002428,SUP013,PROD00045,316,29-12-2024,11-02-2025,Pending
PO002429,SUP022,ITM00043,435,05-02-2023,20-02-2023,Delayed
PO002430,SUP021,ITM00036,144,,04-03-2025,Pending
PO002431,SUP004,SKU00140,491,05-02-2024,13-03-2024,Cancelled
PO002432,SUP030,ITM00065,342,04-07-2025,13-07-2025,Delivered
PO002433,SUP017,PRO00095,427,13-07-2024,20-08-2024,In Transit 
PO002434,SUP029,PRO00115,180,25-12-2023,31-01-2024,
PO002435,SUP027,ITM00070,179,08-04-2023,04/20/2023,In Transit
PO002436,SUP006,ITM00158,300,22-10-2024,10-11-2024,Cancelled
PO002437,SUP023,PRO00095,412,01-07-2024,12-07-2024,In Transit
PO002438,SUP018,PRO00007,252,28-05-2024,19-06-2024,In Transit
PO002439,SUP027,ITM00135,70,13-08-2025,28-08-2025,Delayed
PO002440,SUP014,ITM00176,389,18-11-2023,27-12-2023,
PO002441,SUP014,ITM00134,233,02-10-2023,10-11-2023,Cancelled
PO002442,SUP030,SKU00067,269,25-05-2024,08-06-2024,In Transit
PO002443,SUP002,SKU00154,340,03-09-2024,24-09-2024,Pending
PO002444,SUP009,PRO00081,136,17-02-2024,26-02-2024,Delayed
PO002445,SUP012,PRO00060,440,04-12-2023,23-01-2024,Cancelled
PO002446,SUP014,ITM00166,549,07-03-2024,24-04-2024,Pending
PO002447,SUP030,ITM00071,346,06-09-2024,09-12-2024,Delivered
PO002448,SUP015,SKU00170,258,21-06-2024,07-04-2024,Cancelled
PO002449,SUP018,PRO00183,253,30-08-2024,11-09-2024,Pending
PO002450,SUP020,PRO00095,329,20-09-2024,04-10-2024,Cancelled
PO002451,SUP006,PRO00052,217,01-02-2025,07-02-2025,Delivered
PO002452,SUP008,PRO00039,412,03-04-2024,26-04-2024,Pending
PO002453,SUP016,SKU00054,487,01-04-2025,20-04-2025,In Transit
PO002454,SUP022,SKU00197,95,09-02-2025,20-03-2025, Delayed 
PO002455,SUP003,SKU00086,466,06-05-2023,21-05-2023,
PO002456,SUP024,PRO00055,392,13-05-2024,25-05-2024,Cancelled
PO002457,SUP001,SKU00152,213,19-06-2024,25-06-2024,Cancelled
PO002458,SUP010,PRO00193,116,22-09-2025,07-10-2025,In Transit
PO002459,SUP028,PROD00075,350,10-07-2025,18-08-2025,Delivered
PO002460,SUP021,SKU00072,,14-06-2023,13-07-2023,Cancelled
PO002461,SUP029,PRO00109,74,31-07-2024,05-09-2024,Pending
PO002462,SUP006,PROD00080,222,06-03-2024,25-04-2024,Delayed
PO002463,SUP001,ITM00126,,25-06-2024,08-12-2024,In Transit
PO002464,SUP014,SKU00020,,03-02-2023,05-03-2023,Cancelled
PO002465,SUP019,PRO00151,97,11-01-2024,01-03-2024,In Transit
PO002466,SUP026,PRO00193,92,03-07-2024,08/18/2024,In Transit
PO002467,SUP004,ITM00011,389,05-05-2025,24-05-2025,Delivered
PO002468,SUP019,PROD00199,,05-01-2025,23-01-2025,Pending
PO002469,SUP020,PRO00074,538,,02-12-2023,Delivered
PO002470,SUP024,ITM00134,535,14-02-2024,24-03-2024,Delayed
PO002471,SUP020,PROD00178,287,16-02-2024,03/23/2024,Cancelled
PO002472,SUP008,SKU00142,457,12-08-2023,19-08-2023,Delayed
PO002473,SUP018,PRO00163,287,30-09-2023,23-10-2023,Cancelled
PO002474,SUP006,PRO00017,548,16-05-2023,24-05-2023,Pending
PO002475,SUP005,PRO00081,309,30-03-2025,18-05-2025,In Transit
PO002476,SUP005,PROD00174,215,08-09-2025,24-10-2025,Pending
PO002477,SUP021,PRO00039,214,17-05-2024,17-06-2024,Pending
PO002478,SUP030,PRO00039,378,28-12-2023,06-02-2024,Delivered
PO002479,SUP023,PRO00092,133,11-04-2024,27-05-2024,Delayed
PO002480,SUP021,PRO00137,73,02-08-2023,15-09-2023,Delivered
PO002481,SUP001,SKU00067,415,25-09-2023,07-11-2023,Pending
PO002482,SUP005,PRO00193,346,22-04-2025,30-04-2025,Delayed
PO002483,SUP023,SKU00186,408,08-04-2024,08-05-2024,Pending
PO002484,SUP005,SKU00116,524,31-05-2023,06-06-2023,Pending
PO002485,SUP010,PROD00080,211,07-07-2024,27-07-2024,Pending
PO002486,SUP021,PRO00013,207,21-06-2025,10-07-2025,Cancelled
PO002487,SUP012,PRO00007,251,26-09-2025,04-10-2025,Delayed
PO002488,SUP008,PROD00045,114,29-11-2023,31-12-2023,Delivered
PO002489,SUP029,ITM00175,503,09-07-2025,16-07-2025,
PO002490,SUP024,PRO00003,511,18-03-2024,24-03-2024,In Transit
PO002491,SUP030,PROD00004,105,18-04-2025,29-05-2025, Delayed 
PO002492,SUP014,PRO00047,74,01-01-2025,14-02-2025,Delivered
PO002493,SUP026,ITM00139,374,25-08-2024,29-09-2024,Delivered
PO002494,SUP013,PRO00183,299,15-03-2023,01-04-2023,Delivered
PO002495,SUP006,PRO00017,492,15-02-2025,25-02-2025,In Transit
PO002496,SUP017,PRO00137,513,03-04-2024,18-04-2024,In Transit
PO002497,SUP015,SKU00143,264,21-08-2024,05-10-2024,Cancelled
PO002498,SUP030,SKU00072,96,19-08-2024,04-09-2024,Cancelled
PO002499,SUP026,ITM00063,451,01-08-2025,08-08-2025,Delivered
PO002500,SUP018,PROD00184,287,06-05-2024,16-06-2024,
PO002501,SUP023,PROD00125,505,09-02-2025,25-02-2025,Pending
PO002502,SUP014,ITM00134,202,23-09-2024,22-10-2024,Pending
PO002503,SUP012,SKU00054,276,28-11-2023,20-12-2023,Delivered
PO002504,SUP021,SKU00026,494,16-07-2024,07-08-2024,In Transit
PO002505,SUP022,PRO00100,379,29-01-2025,15-03-2025,Pending
PO002506,SUP009,SKU00197,188,28-12-2024,15-02-2025,Delivered
PO002507,SUP023,PRO00157,365,02-09-2023,17-10-2023,Cancelled
PO002508,SUP011,SKU00188,430,29-06-2025,11-08-2025,Delivered
PO002509,SUP007,ITM00128,79,22-10-2024,06-12-2024,Delayed
PO002510,SUP020,PRO00131,520,29-06-2023,14-08-2023,Pending
PO002511,SUP018,SKU00079,434,14-10-2023,19-10-2023,Delayed
PO002512,SUP003,PRO00076,224,01-03-2024,29-03-2024,In Transit
PO002513,SUP018,PROD00107,334,21-03-2024,13-04-2024,Delivered
PO002514,SUP003,ITM00110,547,16-10-2023,31-10-2023,Pending
PO002515,SUP028,PRO00193,498,29-03-2024,28-04-2024,In Transit
PO002516,SUP003,ITM00001,429,26-03-2024,17-04-2024,Delayed
PO002517,SUP013,SKU00154,173,08-12-2024,10-01-2025,Pending
PO002518,SUP004,SKU00002,209,21-11-2024,01-01-2025,In Transit
PO002519,SUP011,PROD00075,201,17-02-2024,21-03-2024,Pending
PO002520,SUP008,ITM00176,533,19-06-2024,05-07-2024,Pending
PO002521,SUP012,PRO00064,249,29-10-2023,03-12-2023,Delayed
PO002522,SUP018,PRO00148,98,17-10-2024,03-11-2024,Cancelled
PO002523,SUP002,ITM00050,139,30-11-2023,12-01-2024,Cancelled
PO002524,SUP007,PROD00106,422,06-01-2025,14-01-2025,Delivered
PO002525,SUP009,PRO00156,387,26-11-2023,27-12-2023,Pending
PO002526,SUP022,ITM00112,347,16-03-2023,29-04-2023,Cancelled
PO002527,SUP001,SKU00118,148,31-03-2024,07-04-2024,Delayed
PO002528,SUP013,PRO00155,545,11-07-2023,29-08-2023,Pending
PO002529,SUP006,PROD00145,519,06-12-2023,06-01-2024,Pending
PO002530,SUP020,PROD00016,110,15-06-2024,02-07-2024,Delivered
PO002531,SUP025,PRO00131,451,13-12-2024,27-12-2024,Delayed
PO002532,SUP003,SKU00190,174,28-02-2024,15-04-2024,Pending
PO002533,SUP015,SKU00041,389,30-10-2024,17-12-2024,Delayed
PO002534,SUP001,ITM00040,308,05-02-2024,12-03-2024,Pending
PO002535,SUP001,ITM00134,316,21-05-2023,24-06-2023,Delayed
PO002536,SUP005,PRO00157,428,16-12-2023,04-02-2024,Pending
PO002537,SUP026,SKU00020,184,13-11-2024,12-12-2024,Delivered
PO002538,SUP023,PROD00178,391,26-02-2024,13-04-2024,In Transit
PO002539,SUP009,ITM00200,307,11-06-2024,18-06-2024,Delivered
PO002540,SUP022,PROD00008,493,12-04-2023,20-05-2023,In Transit
PO002541,SUP015,ITM00077,286,01-02-2025,12-03-2025,Cancelled
PO002542,SUP005,ITM00189,90,19-01-2025,11-02-2025,Delivered
PO002543,SUP023,SKU00086,248,08-07-2025,28-07-2025,Delayed
PO002544,SUP009,SKU00186,291,12-06-2023,19-07-2023,In Transit
PO002545,SUP029,ITM00134,521,11-01-2024,07-02-2024,Delayed
PO002546,SUP020,PROD00125,99,07-10-2024,15-11-2024,Delivered
PO002547,SUP004,PRO00055,364,09-01-2025,27-02-2025,In Transit
PO002548,SUP007,PRO00180,334,18-05-2025,01-07-2025,Delivered
PO002549,SUP020,PRO00014,159,20-12-2023,28-12-2023,Delayed
PO002550,SUP028,SKU00138,434,13-06-2024,11-07-2024,Cancelled
PO002551,SUP016,ITM00001,188,14-12-2024,19-01-2025,In Transit
PO002552,SUP013,ITM00200,78,14-10-2023,21-11-2023,Delivered
PO002553,SUP005,PROD00171,213,14-09-2023,19-09-2023,Cancelled
PO002554,SUP006,PROD00184,182,30-06-2023,25-07-2023,Pending
PO002555,SUP017,ITM00050,400,25-07-2023,31-07-2023,Cancelled
PO002556,SUP008,PRO00032,190,26-06-2025,15-08-2025,In Transit
PO002557,SUP015,SKU00181,241,23-05-2024,05-06-2024,Delivered
PO002558,SUP010,SKU00054,149,29-11-2024,26-12-2024,Cancelled
PO002559,SUP012,PRO00022,428,26-09-2023,13-11-2023,In Transit
PO002560,SUP014,SKU00124,454,19-01-2024,19-02-2024,Cancelled
PO002561,SUP026,PRO00078,341,19-01-2023,08-02-2023,Cancelled
PO002562,SUP016,SKU00002,,18-04-2023,25-04-2023,Cancelled
PO002563,SUP016,PRO00027,395,08-02-2025,02-03-2025, Pending 
PO002564,SUP002,PROD00008,59,16-09-2024,01-11-2024,In Transit
PO002565,SUP017,SKU00041,547,27-01-2025,10-03-2025,Pending
PO002566,SUP007,PRO00019,462,03-01-2024,16-01-2024,Cancelled
PO002567,SUP023,SKU00083,63,,18-10-2024, In Transit 
PO002568,SUP029,ITM00091,112,06-03-2024,13-03-2024,Cancelled
PO002569,SUP002,ITM00166,528,28-05-2024,09-06-2024,Delivered 
PO002570,SUP016,SKU00026,522,08-09-2025,25-10-2025,In Transit
PO002571,SUP024,SKU00120,284,16-06-2023,16-07-2023,Cancelled
PO002572,SUP017,ITM00091,85,13-06-2025,31-07-2025,Pending
PO002573,SUP014,SKU00002,510,29-01-2024,16-03-2024,Delivered
PO002574,SUP023,SKU00181,409,10-04-2024,16-04-2024,Delivered
PO002575,SUP028,PRO00027,50,07-06-2023,12-06-2023,In Transit
PO002576,SUP029,PRO00163,156,15-01-2025,04-03-2025,Delivered
PO002577,SUP001,SKU00120,227,12-02-2024,12-03-2024,Cancelled
PO002578,SUP013,PROD00199,439,24-09-2023,04-11-2023,In Transit
PO002579,SUP029,PROD00136,196,04-08-2023,15-08-2023,In Transit
PO002580,SUP007,PRO00144,327,21-12-2024,31-12-2024,In Transit
PO002581,SUP019,PRO00081,61,13-10-2024,12-11-2024,Delivered
PO002582,SUP002,PRO00047,456,29-09-2023,09-11-2023,Delivered
PO002583,SUP025,PROD00073,302,12-04-2025,26-04-2025,In Transit
PO002584,SUP012,PRO00005,124,17-10-2023,10-11-2023,Delayed
PO002585,SUP002,ITM00011,344,14-09-2023,30-10-2023,Cancelled
PO002586,SUP006,SKU00041,138,28-09-2025,27-10-2025,Pending
PO002587,SUP003,PRO00005,73,18-04-2025,26-05-2025,Cancelled
PO002588,SUP012,PRO00060,154,26-03-2025,07-04-2025,Delivered
PO002589,SUP021,SKU00186,480,23-04-2025,05-05-2025,Pending
PO002590,SUP027,SKU00020,290,19-08-2023,02-09-2023,In Transit
PO002591,SUP016,PRO00064,504,08-12-2023,11-01-2024,Pending
PO002592,SUP006,ITM00096,508,15-07-2023,08-08-2023,Cancelled
PO002593,SUP029,PRO00060,339,17-07-2024,26-07-2024,Pending
PO002594,SUP001,SKU00152,184,06-08-2024,20-08-2024,Cancelled
PO002595,SUP004,ITM00126,400,02-11-2024,01-12-2024,
PO002596,SUP023,SKU00054,210,28-07-2023,05-09-2023,Delayed
PO002597,SUP016,PROD00199,314,03-06-2023,27-06-2023,Cancelled
PO002598,SUP006,ITM00139,449,10-05-2024,23-06-2024,Delayed
PO002599,SUP004,PROD00136,134,17-07-2023,29-08-2023,Delivered
PO002600,SUP013,PRO00014,237,14-02-2024,09-03-2024,In Transit
PO002601,SUP001,PRO00087,511,13-05-2024,09-06-2024,Delivered
PO002602,SUP010,ITM00015,245,26-01-2024,16-03-2024,Delivered
PO002603,SUP003,PRO00156,324,09-09-2025,10-10-2025,Delayed
PO002604,SUP011,ITM00134,487,14-02-2025,02-03-2025,Delayed
PO002605,SUP019,ITM00025,215,07-01-2023,14-02-2023,In Transit
PO002606,SUP010,SKU00124,241,05-01-2024,12-02-2024,Delayed
PO002607,SUP024,PRO00119,238,06-04-2023,20-05-2023,Delivered
PO002608,SUP002,SKU00179,114,30-07-2024,29-08-2024,Delayed
PO002609,SUP027,SKU00154,324,07-01-2024,19-01-2024,In Transit
PO002610,SUP003,PROD00107,343,25-04-2023,01-05-2023,
PO002611,SUP014,PROD00132,464,10-07-2024,25-08-2024,Delayed
PO002612,SUP013,PROD00165,440,12-10-2024,04-11-2024,Delayed
PO002613,SUP002,PRO00095,302,22-04-2025,10-05-2025,In Transit
PO002614,SUP007,PROD00182,105,26-06-2024,05-07-2024,Delivered
PO002615,SUP018,PROD00044,238,21-08-2025,17-09-2025,In Transit
PO002616,SUP027,SKU00188,172,,20-02-2024,Cancelled
PO002617,SUP005,SKU00088,368,13-01-2024,10-02-2024,Delivered
PO002618,SUP006,PRO00133,190,26-10-2024,27-11-2024,Pending
PO002619,SUP017,ITM00135,537,18-03-2023,30-04-2023,Delivered
PO002620,SUP029,PRO00014,377,22-10-2024,07-11-2024,In Transit
PO002621,SUP021,PRO00144,334,24-02-2025,05-04-2025,In Transit
PO002622,SUP018,SKU00122,460,15-12-2023,27-12-2023,Delayed
PO002623,SUP002,SKU00194,230,27-07-2024,01-08-2024,In Transit
PO002624,SUP005,PRO00109,189,01-05-2025,28-05-2025,In Transit
PO002625,SUP013,ITM00043,471,19-08-2025,25-09-2025,Pending
PO002626,SUP005,PRO00155,225,28-03-2024,12-05-2024,In Transit
PO002627,SUP009,PROD00164,451,01-04-2024,27-04-2024,In Transit
PO002628,SUP014,PRO00037,194,23-08-2024,08-09-2024,Cancelled
PO002629,SUP008,SKU00140,336,09-08-2023,29-08-2023,Delayed
PO002630,SUP014,ITM00166,355,27-01-2023,27-02-2023,Pending
PO002631,SUP014,SKU00143,495,10-06-2024,17-07-2024,Cancelled
